target,onehotencoder__x0_ANA,onehotencoder__x0_ARI,onehotencoder__x0_ATL,onehotencoder__x0_BAL,onehotencoder__x0_BOS,onehotencoder__x0_CAL,onehotencoder__x0_CHC,onehotencoder__x0_CHW,onehotencoder__x0_CIN,onehotencoder__x0_CLE,onehotencoder__x0_COL,onehotencoder__x0_DET,onehotencoder__x0_FLA,onehotencoder__x0_HOU,onehotencoder__x0_KCA,onehotencoder__x0_KCR,onehotencoder__x0_LAA,onehotencoder__x0_LAD,onehotencoder__x0_MIA,onehotencoder__x0_MIL,onehotencoder__x0_MIN,onehotencoder__x0_MLN,onehotencoder__x0_MON,onehotencoder__x0_NYM,onehotencoder__x0_NYY,onehotencoder__x0_OAK,onehotencoder__x0_PHI,onehotencoder__x0_PIT,onehotencoder__x0_SDP,onehotencoder__x0_SEA,onehotencoder__x0_SEP,onehotencoder__x0_SFG,onehotencoder__x0_STL,onehotencoder__x0_TBD,onehotencoder__x0_TBR,onehotencoder__x0_TEX,onehotencoder__x0_TOR,onehotencoder__x0_WSA,onehotencoder__x0_WSN,onehotencoder__x1_AL,onehotencoder__x1_NL,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG
742.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2001.0,744.0,76.0,0.326,0.423,0.264,0,3.12295081967213,2.7172131147541,162.0,0.338,0.411
847.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2001.0,769.0,93.0,0.347,0.451,0.271,1.0,4.0,4.0,162.0,0.325,0.437
729.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2001.0,858.0,65.0,0.318,0.409,0.266,0,3.12295081967213,2.7172131147541,162.0,0.348,0.45
758.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2001.0,744.0,86.0,0.323,0.425,0.255,0,3.12295081967213,2.7172131147541,162.0,0.323,0.411
740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2001.0,806.0,68.0,0.319,0.426,0.251,0,3.12295081967213,2.7172131147541,162.0,0.35,0.44
771.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2001.0,766.0,85.0,0.337,0.433,0.272,0,3.12295081967213,2.7172131147541,162.0,0.325,0.437
670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2001.0,812.0,68.0,0.319,0.396,0.253,0,3.12295081967213,2.7172131147541,162.0,0.339,0.441
642.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2001.0,713.0,82.0,0.323,0.387,0.249,0,3.12295081967213,2.7172131147541,162.0,0.314,0.419
804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2001.0,713.0,95.0,0.334,0.435,0.267,1.0,3.0,2.0,161.0,0.318,0.398
884.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2001.0,645.0,102.0,0.345,0.439,0.264,1.0,2.0,4.0,162.0,0.308,0.38
746.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2001.0,719.0,86.0,0.329,0.414,0.26,0,3.12295081967213,2.7172131147541,162.0,0.329,0.424
657.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2001.0,858.0,62.0,0.313,0.393,0.247,0,3.12295081967213,2.7172131147541,162.0,0.344,0.433
789.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,2001.0,812.0,79.0,0.336,0.399,0.252,0,3.12295081967213,2.7172131147541,162.0,0.33,0.45
927.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,2001.0,627.0,116.0,0.36,0.445,0.288,1.0,1.0,3.0,162.0,0.301,0.378
799.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,2001.0,748.0,90.0,0.342,0.46,0.266,0,3.12295081967213,2.7172131147541,162.0,0.329,0.404
814.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,2001.0,684.0,93.0,0.339,0.441,0.27,1.0,4.0,4.0,162.0,0.328,0.428
672.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,2001.0,887.0,62.0,0.32,0.388,0.258,0,3.12295081967213,2.7172131147541,162.0,0.345,0.452
890.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,2001.0,968.0,73.0,0.344,0.471,0.275,0,3.12295081967213,2.7172131147541,162.0,0.362,0.494
767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,2001.0,753.0,80.0,0.325,0.43,0.263,0,3.12295081967213,2.7172131147541,162.0,0.339,0.435
864.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2000.0,869.0,82.0,0.352,0.472,0.28,0,3.12295081967213,2.7172131147541,162.0,0.351,0.453
792.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,754.0,85.0,0.333,0.429,0.265,0,3.12295081967213,2.7172131147541,162.0,0.326,0.424
810.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,714.0,95.0,0.346,0.429,0.271,1.0,2.0,4.0,162.0,0.319,0.402
794.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2000.0,913.0,74.0,0.341,0.435,0.272,0,3.12295081967213,2.7172131147541,162.0,0.352,0.449
792.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2000.0,745.0,85.0,0.341,0.423,0.267,0,3.12295081967213,2.7172131147541,162.0,0.322,0.411
764.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,904.0,65.0,0.335,0.411,0.256,0,3.12295081967213,2.7172131147541,162.0,0.348,0.452
978.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2000.0,839.0,95.0,0.356,0.47,0.286,1.0,2.0,4.0,162.0,0.346,0.434
825.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,765.0,85.0,0.343,0.447,0.274,0,3.12295081967213,2.7172131147541,163.0,0.341,0.438
950.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2000.0,816.0,90.0,0.367,0.47,0.288,0,3.12295081967213,2.7172131147541,162.0,0.35,0.425
968.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,897.0,82.0,0.362,0.455,0.294,0,3.12295081967213,2.7172131147541,162.0,0.354,0.471
823.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2000.0,827.0,79.0,0.343,0.438,0.275,0,3.12295081967213,2.7172131147541,162.0,0.34,0.443
731.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,797.0,79.0,0.331,0.409,0.262,0,3.12295081967213,2.7172131147541,161.0,0.348,0.429
938.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,944.0,72.0,0.361,0.477,0.278,0,3.12295081967213,2.7172131147541,162.0,0.353,0.476
879.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2000.0,930.0,77.0,0.348,0.425,0.288,0,3.12295081967213,2.7172131147541,162.0,0.362,0.474
798.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,729.0,86.0,0.341,0.431,0.257,0,3.12295081967213,2.7172131147541,162.0,0.332,0.407
740.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,826.0,73.0,0.325,0.403,0.246,0,3.12295081967213,2.7172131147541,163.0,0.357,0.42
748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2000.0,880.0,69.0,0.337,0.407,0.27,0,3.12295081967213,2.7172131147541,162.0,0.347,0.466
738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,902.0,67.0,0.326,0.432,0.266,0,3.12295081967213,2.7172131147541,162.0,0.353,0.449
807.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,738.0,94.0,0.346,0.43,0.263,1.0,3.0,2.0,162.0,0.327,0.403
871.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2000.0,814.0,87.0,0.354,0.45,0.277,1.0,5.0,1.0,161.0,0.336,0.422
947.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2000.0,813.0,91.0,0.36,0.458,0.27,1.0,4.0,4.0,161.0,0.348,0.423
708.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,830.0,65.0,0.329,0.4,0.251,0,3.12295081967213,2.7172131147541,162.0,0.343,0.448
793.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,888.0,69.0,0.339,0.424,0.267,0,3.12295081967213,2.7172131147541,162.0,0.361,0.432
752.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,2000.0,815.0,76.0,0.33,0.402,0.254,0,3.12295081967213,2.7172131147541,162.0,0.34,0.416
907.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,2000.0,780.0,91.0,0.361,0.442,0.269,1.0,4.0,3.0,162.0,0.339,0.416
925.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,2000.0,747.0,97.0,0.362,0.472,0.278,1.0,1.0,4.0,162.0,0.342,0.412
887.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,2000.0,771.0,95.0,0.356,0.455,0.27,1.0,2.0,3.0,162.0,0.338,0.434
733.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,2000.0,842.0,69.0,0.329,0.399,0.257,0,3.12295081967213,2.7172131147541,161.0,0.345,0.451
848.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,2000.0,974.0,71.0,0.352,0.446,0.283,0,3.12295081967213,2.7172131147541,162.0,0.369,0.475
861.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,2000.0,908.0,83.0,0.341,0.469,0.275,0,3.12295081967213,2.7172131147541,162.0,0.354,0.456
711.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1999.0,826.0,70.0,0.322,0.395,0.256,0,3.12295081967213,2.7172131147541,162.0,0.346,0.427
908.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,676.0,100.0,0.347,0.459,0.277,1.0,2.0,4.0,162.0,0.32,0.402
840.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,661.0,103.0,0.341,0.436,0.266,1.0,1.0,2.0,162.0,0.314,0.377
851.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1999.0,815.0,78.0,0.353,0.447,0.279,0,3.12295081967213,2.7172131147541,162.0,0.35,0.441
836.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1999.0,718.0,94.0,0.35,0.448,0.278,1.0,6.0,3.0,162.0,0.315,0.398
747.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,920.0,67.0,0.329,0.42,0.257,0,3.12295081967213,2.7172131147541,162.0,0.346,0.467
777.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1999.0,870.0,75.0,0.337,0.429,0.277,0,3.12295081967213,2.7172131147541,162.0,0.353,0.447
865.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,711.0,96.0,0.341,0.451,0.272,0,3.12295081967213,2.7172131147541,163.0,0.324,0.411
1009.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1999.0,860.0,97.0,0.373,0.467,0.289,1.0,4.0,4.0,162.0,0.347,0.439
906.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,1028.0,72.0,0.348,0.472,0.288,0,3.12295081967213,2.7172131147541,162.0,0.384,0.499
747.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1999.0,882.0,69.0,0.326,0.443,0.261,0,3.12295081967213,2.7172131147541,161.0,0.349,0.451
691.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,852.0,64.0,0.325,0.395,0.263,0,3.12295081967213,2.7172131147541,162.0,0.359,0.44
823.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,675.0,97.0,0.355,0.42,0.267,1.0,4.0,4.0,162.0,0.326,0.397
856.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1999.0,921.0,64.0,0.348,0.433,0.282,0,3.12295081967213,2.7172131147541,161.0,0.365,0.454
793.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,787.0,77.0,0.339,0.42,0.266,0,3.12295081967213,2.7172131147541,162.0,0.336,0.422
815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,886.0,74.0,0.353,0.426,0.273,0,3.12295081967213,2.7172131147541,161.0,0.356,0.457
686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1999.0,845.0,63.0,0.328,0.384,0.264,0,3.12295081967213,2.7172131147541,161.0,0.342,0.465
718.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,853.0,68.0,0.323,0.427,0.265,0,3.12295081967213,2.7172131147541,162.0,0.342,0.418
853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,711.0,97.0,0.363,0.434,0.279,1.0,4.0,3.0,163.0,0.331,0.418
900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1999.0,731.0,98.0,0.366,0.453,0.282,1.0,3.0,1.0,162.0,0.329,0.4
893.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1999.0,846.0,87.0,0.355,0.446,0.259,0,3.12295081967213,2.7172131147541,162.0,0.344,0.428
841.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,846.0,77.0,0.351,0.431,0.275,0,3.12295081967213,2.7172131147541,162.0,0.347,0.447
775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,782.0,78.0,0.334,0.419,0.259,0,3.12295081967213,2.7172131147541,161.0,0.343,0.42
710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1999.0,781.0,74.0,0.332,0.393,0.252,0,3.12295081967213,2.7172131147541,162.0,0.333,0.43
859.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,1999.0,905.0,79.0,0.343,0.455,0.269,0,3.12295081967213,2.7172131147541,162.0,0.368,0.454
872.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,1999.0,831.0,86.0,0.356,0.434,0.271,0,3.12295081967213,2.7172131147541,162.0,0.345,0.423
809.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,1999.0,838.0,75.0,0.338,0.426,0.262,0,3.12295081967213,2.7172131147541,161.0,0.355,0.427
772.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,1999.0,913.0,69.0,0.343,0.411,0.274,0,3.12295081967213,2.7172131147541,162.0,0.371,0.448
945.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1999.0,859.0,95.0,0.361,0.479,0.293,1.0,5.0,4.0,162.0,0.346,0.459
883.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,1999.0,862.0,84.0,0.352,0.457,0.28,0,3.12295081967213,2.7172131147541,162.0,0.353,0.456
787.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1998.0,783.0,85.0,0.335,0.415,0.272,0,3.12295081967213,2.7172131147541,162.0,0.332264285714286,0.419742857142857
665.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1998.0,812.0,65.0,0.314,0.393,0.246,0,3.12295081967213,2.7172131147541,162.0,0.332264285714286,0.419742857142857
826.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1998.0,581.0,106.0,0.342,0.453,0.272,1.0,2.0,3.0,162.0,0.332264285714286,0.419742857142857
817.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1998.0,785.0,79.0,0.347,0.447,0.273,0,3.12295081967213,2.7172131147541,162.0,0.332264285714286,0.419742857142857
876.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1998.0,729.0,92.0,0.348,0.463,0.28,1.0,5.0,4.0,162.0,0.332264285714286,0.419742857142857
831.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1998.0,792.0,90.0,0.337,0.433,0.264,1.0,6.0,4.0,163.0,0.332264285714286,0.419742857142857
861.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1998.0,931.0,80.0,0.339,0.444,0.271,0,3.12295081967213,2.7172131147541,163.0,0.332264285714286,0.419742857142857
750.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1998.0,760.0,77.0,0.337,0.402,0.262,0,3.12295081967213,2.7172131147541,162.0,0.332264285714286,0.419742857142857
850.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1998.0,779.0,89.0,0.347,0.448,0.272,1.0,7.0,3.0,162.0,0.332264285714286,0.419742857142857
826.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1998.0,855.0,77.0,0.347,0.461,0.291,0,3.12295081967213,2.7172131147541,162.0,0.332264285714286,0.419742857142857
722.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1998.0,863.0,65.0,0.323,0.415,0.264,0,3.12295081967213,2.7172131147541,162.0,0.332264285714286,0.419742857142857
667.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1998.0,923.0,54.0,0.317,0.373,0.248,0,3.12295081967213,2.7172131147541,162.0,0.332264285714286,0.419742857142857
874.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1998.0,620.0,102.0,0.356,0.436,0.28,1.0,3.0,4.0,162.0,0.332264285714286,0.419742857142857
