target,onehotencoder__x0_X,onehotencoder__x0_Y,onehotencoder__x0_de,onehotencoder__x0_erb,onehotencoder__x0_gal,onehotencoder__x0_hst,onehotencoder__x0_slp,onehotencoder__x0_spl,onehotencoder__x1_Avionics,onehotencoder__x1_application_ground,onehotencoder__x1_avionicsmonitoring,onehotencoder__x1_batchdataprocessing,onehotencoder__x1_communications,onehotencoder__x1_datacapture,onehotencoder__x1_launchprocessing,onehotencoder__x1_missionplanning,onehotencoder__x1_monitor_control,onehotencoder__x1_operatingsystem,onehotencoder__x1_realdataprocessing,onehotencoder__x1_science,onehotencoder__x1_simulation,onehotencoder__x1_utility,onehotencoder__x2_f,onehotencoder__x2_g,onehotencoder__x3_embedded,onehotencoder__x3_organic,onehotencoder__x3_semidetached,onehotencoder__x4_h,onehotencoder__x4_l,onehotencoder__x4_n,onehotencoder__x4_vh,onehotencoder__x5_h,onehotencoder__x5_l,onehotencoder__x5_n,onehotencoder__x5_vh,onehotencoder__x6_h,onehotencoder__x6_l,onehotencoder__x6_n,onehotencoder__x6_vh,onehotencoder__x6_xh,onehotencoder__x7_h,onehotencoder__x7_n,onehotencoder__x7_vh,onehotencoder__x7_xh,onehotencoder__x8_h,onehotencoder__x8_n,onehotencoder__x8_vh,onehotencoder__x8_xh,onehotencoder__x9_h,onehotencoder__x9_l,onehotencoder__x9_n,onehotencoder__x10_h,onehotencoder__x10_l,onehotencoder__x10_n,onehotencoder__x10_vh,onehotencoder__x11_h,onehotencoder__x11_n,onehotencoder__x11_vh,onehotencoder__x12_h,onehotencoder__x12_l,onehotencoder__x12_n,onehotencoder__x12_vh,onehotencoder__x13_h,onehotencoder__x13_n,onehotencoder__x13_vh,onehotencoder__x14_h,onehotencoder__x14_l,onehotencoder__x14_n,onehotencoder__x14_vl,onehotencoder__x15_h,onehotencoder__x15_l,onehotencoder__x15_n,onehotencoder__x15_vl,onehotencoder__x16_h,onehotencoder__x16_l,onehotencoder__x16_n,onehotencoder__x16_vh,onehotencoder__x16_vl,onehotencoder__x17_h,onehotencoder__x17_l,onehotencoder__x17_n,onehotencoder__x17_vh,onehotencoder__x17_vl,onehotencoder__x18_h,onehotencoder__x18_l,onehotencoder__x18_n,recordnumber,center,year,equivphyskloc
98.8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,51.0,5.0,1984.0,11.4
155.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,52.0,5.0,1985.0,19.3
750.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,0,0,53.0,5.0,1979.0,101.0
2120.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,1.0,54.0,5.0,1979.0,219.0
370.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,1.0,55.0,5.0,1979.0,50.0
1181.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,56.0,2.0,1979.0,227.0
278.0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,57.0,2.0,1977.0,70.0
8.4,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,58.0,2.0,1979.0,0.9
4560.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,1.0,0,0,59.0,6.0,1974.0,980.0
720.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,60.0,6.0,1975.0,350.0
458.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,61.0,5.0,1976.0,70.0
2460.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,62.0,5.0,1979.0,271.0
162.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,63.0,5.0,1971.0,90.0
150.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,64.0,5.0,1980.0,40.0
636.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,65.0,5.0,1979.0,137.0
882.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,66.0,5.0,1977.0,150.0
444.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,67.0,5.0,1976.0,339.0
192.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,68.0,5.0,1983.0,240.0
576.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,69.0,5.0,1978.0,144.0
432.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,70.0,5.0,1979.0,151.0
72.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,71.0,5.0,1979.0,34.0
300.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,72.0,5.0,1979.0,98.0
300.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,73.0,5.0,1979.0,85.0
240.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,74.0,5.0,1982.0,20.0
600.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,75.0,5.0,1978.0,111.0
756.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,76.0,5.0,1978.0,162.0
1200.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,77.0,5.0,1978.0,352.0
97.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,78.0,5.0,1979.0,165.0
409.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,79.0,5.0,1984.0,60.0
703.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,80.0,5.0,1984.0,100.0
1350.0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,81.0,2.0,1980.0,32.0
480.0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,82.0,2.0,1980.0,53.0
599.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,84.0,3.0,1977.0,41.0
430.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,89.0,3.0,1977.0,24.0
4178.2,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,91.0,5.0,1977.0,165.0
1772.5,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,92.0,5.0,1977.0,65.0
1645.9,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,93.0,5.0,1977.0,70.0
1924.5,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,94.0,5.0,1977.0,50.0
648.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,97.0,5.0,1982.0,7.25
8211.0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,98.0,5.0,1980.0,233.0
480.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,99.0,2.0,1983.0,16.3
12.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,100.0,2.0,1983.0,6.2
38.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,101.0,2.0,1983.0,3.0
