target,onehotencoder__x0_adviser,onehotencoder__x0_amdahl,onehotencoder__x0_apollo,onehotencoder__x0_basf,onehotencoder__x0_bti,onehotencoder__x0_burroughs,onehotencoder__x0_c.r.d,onehotencoder__x0_cambex,onehotencoder__x0_cdc,onehotencoder__x0_dec,onehotencoder__x0_dg,onehotencoder__x0_formation,onehotencoder__x0_four-phase,onehotencoder__x0_gould,onehotencoder__x0_harris,onehotencoder__x0_honeywell,onehotencoder__x0_hp,onehotencoder__x0_ibm,onehotencoder__x0_ipl,onehotencoder__x0_magnuson,onehotencoder__x0_microdata,onehotencoder__x0_nas,onehotencoder__x0_ncr,onehotencoder__x0_nixdorf,onehotencoder__x0_perkin-elmer,onehotencoder__x0_prime,onehotencoder__x0_siemens,onehotencoder__x0_sperry,onehotencoder__x0_sratus,onehotencoder__x0_wang,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,75.0,4000.0,16000.0,16.0,1.0,6.0
95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,60.0,4000.0,16000.0,32.0,1.0,6.0
107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,60.0,2000.0,16000.0,64.0,5.0,8.0
117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,60.0,4000.0,16000.0,64.0,5.0,8.0
119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,50.0,4000.0,16000.0,64.0,5.0,10.0
120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,72.0,4000.0,16000.0,64.0,8.0,16.0
48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,72.0,2000.0,8000.0,16.0,6.0,8.0
126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,40.0,8000.0,16000.0,32.0,8.0,16.0
266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,40.0,8000.0,32000.0,64.0,8.0,24.0
270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,35.0,8000.0,32000.0,64.0,8.0,24.0
426.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,38.0,16000.0,32000.0,128.0,16.0,32.0
151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,48.0,4000.0,24000.0,32.0,8.0,24.0
267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,38.0,8000.0,32000.0,64.0,8.0,24.0
603.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,30.0,16000.0,32000.0,256.0,16.0,24.0
19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,112.0,1000.0,1000.0,0,1.0,4.0
21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,84.0,1000.0,2000.0,0,1.0,6.0
26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,56.0,1000.0,4000.0,0,1.0,6.0
35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,56.0,2000.0,6000.0,0,1.0,8.0
41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,56.0,2000.0,8000.0,0,1.0,8.0
47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,56.0,4000.0,8000.0,0,1.0,8.0
62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,56.0,4000.0,12000.0,0,1.0,8.0
78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,56.0,4000.0,16000.0,0,1.0,8.0
80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,38.0,4000.0,8000.0,32.0,16.0,32.0
80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,38.0,4000.0,8000.0,32.0,16.0,32.0
142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,38.0,8000.0,16000.0,64.0,4.0,8.0
281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,38.0,8000.0,24000.0,160.0,4.0,8.0
190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,38.0,4000.0,16000.0,128.0,16.0,32.0
21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,200.0,1000.0,2000.0,0,1.0,2.0
25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,200.0,1000.0,4000.0,0,1.0,4.0
67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,200.0,2000.0,8000.0,64.0,1.0,5.0
24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,250.0,512.0,4000.0,0,1.0,7.0
24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,250.0,512.0,4000.0,0,4.0,7.0
64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,250.0,1000.0,16000.0,1.0,1.0,8.0
25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,160.0,512.0,4000.0,2.0,1.0,5.0
20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,160.0,512.0,2000.0,2.0,3.0,8.0
29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,160.0,1000.0,4000.0,8.0,1.0,14.0
43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,160.0,1000.0,8000.0,16.0,1.0,14.0
53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,160.0,2000.0,8000.0,32.0,1.0,13.0
19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,240.0,512.0,1000.0,8.0,1.0,3.0
22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,240.0,512.0,2000.0,8.0,1.0,5.0
31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,105.0,2000.0,4000.0,8.0,3.0,8.0
41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,105.0,2000.0,6000.0,16.0,6.0,16.0
47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,105.0,2000.0,8000.0,16.0,4.0,14.0
99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,52.0,4000.0,16000.0,32.0,4.0,12.0
67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,70.0,4000.0,12000.0,8.0,6.0,8.0
81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,59.0,4000.0,12000.0,32.0,6.0,12.0
149.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,59.0,8000.0,16000.0,64.0,12.0,24.0
183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,26.0,8000.0,24000.0,32.0,8.0,16.0
275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,26.0,8000.0,32000.0,64.0,12.0,16.0
382.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,26.0,8000.0,32000.0,128.0,24.0,32.0
56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,116.0,2000.0,8000.0,32.0,5.0,28.0
182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,50.0,2000.0,32000.0,24.0,6.0,26.0
227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,50.0,2000.0,32000.0,48.0,26.0,52.0
341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,50.0,2000.0,32000.0,112.0,52.0,104.0
360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,50.0,4000.0,32000.0,112.0,52.0,104.0
919.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,30.0,8000.0,64000.0,96.0,12.0,176.0
978.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,30.0,8000.0,64000.0,128.0,12.0,176.0
24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,180.0,262.0,4000.0,0,1.0,3.0
24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,180.0,512.0,4000.0,0,1.0,3.0
24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,180.0,262.0,4000.0,0,1.0,3.0
24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,180.0,512.0,4000.0,0,1.0,3.0
37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,124.0,1000.0,8000.0,0,1.0,8.0
50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,98.0,1000.0,8000.0,32.0,2.0,8.0
41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,125.0,2000.0,8000.0,0,2.0,14.0
47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,480.0,512.0,8000.0,32.0,0,0
25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,480.0,1000.0,4000.0,0,0,0
